k,Rayyan ID,Title,Year,Species (Latin),Species (English),Genetic line (if applicable),Order,Family,Recording location,Group context,Juveniles present?,Number of animals,Number of vocalizations (total recorded),Number of vocalizations (included in analysis),Call classification,Full repertoire analysed?,"Repertoire size (hand, total)","Repertoire size (hand, juvenile) - indicate how many calls of total repertoire are juvenile ",Repertoire size (automated),Graded vs discrete (do authors mention reportoire is graded?),Data availability,Notes,Preselected non-noisy calls,Spectrogram type,FFT size,Window type,Overlap (%),Bandpass filtered,High pass freq threshold,Low pass freq threshold ,Notes (preprocess),Package,Number of features,Multi-unit calls?,Characteristics general,Syllables/units,Repeated measurements at multiple locations in call?,PRAAT measures,AvisoftSAS Lab Pro measurements,Raven Pro measurements,warblR measurements,Custom features,Custom measurement of:,Notes call features,Language,analysis_methods,Analysis based on:,Notes analysis,Open access,License,Done?,key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,notes,doi,keywords,pubmed_id,pmc_id,PDF files,n_animals,n_recs_analysed,juvenile,rep_size
19/12/2025 20:34:14,rayyan-380414575,Vocal behavior of captive Sichuan golden monkeys (Rhinopithecus r. roxellana),1988,Rhinopithecus roxellana,Sichuan golden monkey,,Primates,Cercopithecidae,zoo,group,No,8,,1578,Hand,Yes,4,,,Yes,No,one 'other' class,,,,,,,,,,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-380414575,Vocal behavior of captive Sichuan golden monkeys (Rhinopithecus r. roxellana),1988,,,American Journal Of Primatology,0275-2565,14.0,1.0,1-9,"Tenaza, RR and Fitch, HM and Lindburg, DG",,,,,,,,,,,8,1578,0.0,4
03/01/2026 22:45:02,rayyan-380414576,The vocal repertoire of Barbary macaques: a quantitative analysis of a graded signal system,1998,Macaca sylvanus,Barbary macaque,,Primates,Cercopithecidae,zoo,group,Yes,92,,8479,Automated,Yes,,,,Yes,No,no clear cluster solution,,,1024,,,,,,,LMA,35,,duration,,,,,,,start freq; end freq; min freq; max freq; central freq; start to max slope; max to end slope; time to max; mean modulation of central freq; start PF; end PF; min PF; max PF; time to max PF; duration of amplitude gaps; % tonal; % noisy; loc of max difference in call consistency,peak frequency,,SPSS,"DFA, K-means clustering",features,,No,,x,rayyan-380414576,The vocal repertoire of Barbary macaques: a quantitative analysis of a graded signal system,1998,,,Ethology,0179-1613,104.0,3.0,203-216,"Hammerschmidt, Kurt and Fischer, Julia",,,,,,,,,,,92,8479,0.0,
13/01/2026 14:07:53,rayyan-380414584,Preliminary study on the acoustic communication of captive otters (Lutra lutra),1995,Lutra lutra,Eurasian otter,,Carnivora,Mustelidae,zoo,group,Yes,6,,72,Hand,Yes,8,,,No,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,Yes,,x,rayyan-380414584,Preliminary study on the acoustic communication of captive otters (Lutra lutra),1995,,,"Hystrix, The Italian Journal Of Mammalogy",1825-5272,7.0,1.0,,"Gnoli, Claudio and Prigioni, Claudio",,,,,,,,,,,6,72,0.0,8
24/12/2025 17:43:50,rayyan-380414596,Quantifying acoustic and temporal characteristics of vocalizations for a group of captive African elephants Loxodonta africana,2003,Loxodonta africana,African elephant,,Proboscidea,Elephantidae,zoo,group,No,8,,983,Hand,Yes,8,,,No,No,,,,,,,,,,,SIGNAL Digital Signal Analysis Language,5,No,duration,,,,,,,mean F0; F0 bandwidth; max F0; min F0; time to max F0; time to min F0,F0,rumbles only,SYSTAT,multi-dimensional scaling,features,based on fundamental frequency contour,No,,x,rayyan-380414596,QUANTIFYING ACOUSTIC AND TEMPORAL CHARACTERISTICS OF VOCALIZATIONS FOR A GROUP OF CAPTIVE AFRICAN ELEPHANTS LOXODONTA AFRICANA,2003,1.0,1.0,Bioacoustics,0952-4622,13.0,3.0,213-231,"LEONG, K. M. and ORTOLANI, A. and BURKS, K. D. and MELLEN, J. D. and SAVAGE, A.",https://doi.org/10.1080/09524622.2003.9753499,,,,,<p>doi: 10.1080/09524622.2003.9753499</p>,10.1080/09524622.2003.9753499,,,,8,983,0.0,8
19/12/2025 14:06:08,rayyan-380414597,The vocal repertoire in northern white rhinoceros ceratotherium simum cottoni as recorded in the last surviving herd,2008,Ceratotherium simum cottoni,northern white rhinoceros,,Perissodactyla,Rhinocerotidae,zoo,group,No,8,,384,Hand,Yes,11,,,No,No,,,,1024,Hamming,87.5,,,,,Avisoft-SASLab Pro,10,Some,duration,inter unit interval,each unit,,"peak frequency, min frequency, max frequency, bandwidth, Q25, Q50, Q75",,,time to peak,,,STATISTICA,DFA,features,,No,,x,rayyan-380414597,THE VOCAL REPERTOIRE IN NORTHERN WHITE RHINOCEROS CERATOTHERIUM SIMUM COTTONI AS RECORDED IN THE LAST SURVIVING HERD,2008,1.0,1.0,Bioacoustics,0952-4622,18.0,1.0,69-96,"POLICHT, RICHARD and TOMÁŠOVÁ, KRISTINA and HOLEČKOVÁ, DANA and FRYNTA, DANIEL",https://doi.org/10.1080/09524622.2008.9753591,,,,,<p>doi: 10.1080/09524622.2008.9753591</p>,10.1080/09524622.2008.9753591,,,,8,384,0.0,11
05/01/2026 07:52:28,rayyan-380414601,"The Communicative Repertoire of Captive Bonobos (Pan Paniscus), Compared To That of Chimpanzees",1988,Pan paniscus,bonobo,,Primates,Hominidae,zoo,group,Yes,10,,1352,Hand,No,12,,,Yes,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414601,"The Communicative Repertoire of Captive Bonobos (Pan Paniscus), Compared To That of Chimpanzees",1988,,,Behaviour,,106.0,3.0,183-251,"Waal, Frans B. M. De",https://brill.com/view/journals/beh/106/3-4/article-p183_1.xml,,,,,,10.1163/156853988X00269,,,,10,1352,0.0,12
05/01/2026 10:41:46,rayyan-380414614,"Vocal repertoire, individual acoustic distinctiveness, and social networks in a group of captive Asian small-clawed otters (Aonyx cinerea)",2014,Aonyx cinerea,Asian small-clawed otter,,Carnivora,Mustelidae,zoo,group,Yes,10,,1093,Hand,Yes,7,,,Yes,No,,no,,512,,87.5,,,,,Avisoft SASlab,3,No,duration,,,,,,,Fdom; max F0,"F0, dominant frequency",,SPSS,DFA,features,,No,,x,rayyan-380414614,"Vocal repertoire, individual acoustic distinctiveness, and social networks in a group of captive Asian small-clawed otters (Aonyx cinerea)",2014,2.0,19.0,Journal Of Mammalogy,0022-2372,95.0,1.0,128-139,"Lemasson, Alban and Mikus, Marie-Ana and Blois-Heulin, Catherine and Lodé, Thierry",https://doi.org/10.1644/12-MAMM-A-313.1,,,,,,10.1644/12-MAMM-A-313.1,,,,10,1093,0.0,7
29/12/2025 22:08:09,rayyan-380414637,Small Mammals Ignore Common Rules: A Comparison of Vocal Repertoires and the Acoustics between Pup and Adult Piebald Shrews Diplomesodon pulchellum,2015,Diplomesodon pulchellum,piebald shrew,,Rodentia,Soricidae,zoo,"group, solitary",Yes,62,,1106,Hand,Yes,8,1.0,,No,No,,yes,,1024,Hamming,96.87,,,,,Avisoft SASLab Pro,8,Some,duration,,,,"peak amplitude, min frequency, max frequency, bandwidth, Q25, Q50, Q75",,,,,,R,DFA,features,,No,,x,rayyan-380414637,Small Mammals Ignore Common Rules: A Comparison of Vocal Repertoires and the Acoustics between Pup and Adult Piebald Shrews Diplomesodon pulchellum,2015,2.0,1.0,Ethology,0179-1613,121.0,2.0,103-115,"Volodin, Ilya A. and Zaytseva, Alexandra S. and Ilchenko, Olga G. and Volodina, Elena V.",https://doi.org/10.1111/eth.12321,,,,,,10.1111/eth.12321,age differences;communicative behaviour;discomfort calls;insectivora;ontogeny;soricomorpha,,,62,1106,1.0,8
19/12/2025 07:59:13,rayyan-380414642,Quantitative acoustic analysis of the vocal repertoire of the crowned lemur,2007,Eulemur coronatus,crowned lemur,,Primates,Lemuridae,zoo,group,Unknown,37,,2425,Hand,Yes,10,,,No,No,,yes,,,,,,,,,SoundForge 7,10,Some,duration,,,,,,,mean F0; cumulative variation F0; std F0; min F0; max F0; mean F1; mean F2; mean F3; mean F4,"F0, formants",,not specified,DFA,features,,No,,x,rayyan-380414642,Quantitative acoustic analysis of the vocal repertoire of the crowned lemur,2007,10.0,1.0,Ethology Ecology & Evolution,0394-9370,19.0,4.0,323-343,"Gamba, M. and Giacoma, C.",https://doi.org/10.1080/08927014.2007.9522555,,,,,<p>doi: 10.1080/08927014.2007.9522555</p>,10.1080/08927014.2007.9522555,,,,37,2425,0.0,10
03/01/2026 00:16:28,rayyan-380414645,Vocalizations and Associated Behaviors of the African Elephant (Loxodonta africana) in Captivity,1983,Loxodonta africana,African elephant,,Proboscidea,Elephantidae,zoo,group,No,9,,207,Hand,Yes,10,,,No,No,,,,,,,,,,,Kay Sona-Graph,4,Some,duration,,,,,,,max freq; fund freq; dominant freq;,"dominant frequency, peak frequency",,not specified,,,,No,,x,rayyan-380414645,Vocalizations and Associated Behaviors of the African Elephant (Loxodonta africana) in Captivity,1983,1.0,12.0,Zeitschrift Für Tierpsychologie,0044-3573,63.0,1.0,63-79,"Berg, Judith Kay",https://doi.org/10.1111/j.1439-0310.1983.tb00741.x,,,,,,10.1111/j.1439-0310.1983.tb00741.x,,,,9,207,0.0,10
30/12/2025 19:09:28,rayyan-380414657,The reliability of individual vocal signature varies across the bonobo's graded repertoire,2020,Pan paniscus,bonobo,,Primates,Hominidae,zoo,group,No,21,,1850,Hand,No,5,,,Yes,No,,yes,,512,Hanning/Hann,50,,,,,Raven Pro,16,No,duration,,,,,"max/peak frequency, center frequency, 1st quartile frequency, 3rd quartile frequency, 1st quartile time, 3rd quartile time, max time",,max F0; start F0; end F0; time to F0; ascending slope; descending slope; Slope: F0-Start to Midpoint; Slope: F0-Midpoint to End,,,R,pDFA,features,,No,,x,rayyan-380414657,The reliability of individual vocal signature varies across the bonobo's graded repertoire,2020,11.0,1.0,Animal Behaviour,0003-3472,169.0,,9-21,"Keenan, Sumir and Mathevon, Nicolas and Stevens, Jeroen M.G. and Nicolè, Florence and Zuberbühler, Klaus and Guéry, Jean-Pascal and Levréro, Florence",https://www.sciencedirect.com/science/article/pii/S0003347220302670,,,,,,10.1016/j.anbehav.2020.08.024,acoustic grading;bonobo;identity information;individual vocal signature,,,21,1850,0.0,5
21/12/2025 20:11:11,rayyan-380414662,Classification of captive North American river otters,2014,Lontra canadensis,North American river otter,,Carnivora,Mustelidae,zoo,"group, solitary",Yes,10,,2726,Hand,Yes,12,1.0,,Yes,No,4 main types with 7 sub types (for 11 types total in adults),yes,,,,,,,,,Raven Pro,10,No,duration,,,,,"average power, max/peak frequency, max/peak power, center frequency",,max freq; min freq; bandwidth freq; mean freq; number of harmonics,formants,,STATISTICA,DFA,features,,Yes,CC BY 3.0,x,rayyan-380414662,"Classification of Captive North American River Otters (Lontra canadensis) Vocal Repertoires: Individual Variations, and Age Class Comparisons",2014,,,Animal Behavior And Cognition,,,,,"Almonte, C",,,,,,,,,,,10,2726,1.0,12
24/12/2025 17:10:16,rayyan-380414673,Automatic classification and speaker identification of African elephant (Loxodonta africana) vocalizations,2005,Loxodonta africana,African elephant,,Proboscidea,Elephantidae,zoo,group,No,7,,74,"Hand, Automated",Yes,5,,,No,No,,yes,MFCC,,Hamming,33.33,,,,,Real-Time Spectrogram software,,,,,,,,,,,,,HTK 3.1.1,Markov Model,spectrogram,,No,,x,rayyan-380414673,Automatic classification and speaker identification of African elephant (Loxodonta africana) vocalizations,2005,1.0,31.0,The Journal Of The Acoustical Society Of America,0001-4966,117.0,2.0,956-963,"Clemins, Patrick J. and Johnson, Michael T. and Leong, Kirsten M. and Savage, Anne",https://doi.org/10.1121/1.1847850,,,,,,10.1121/1.1847850,,,,7,74,0.0,5
21/12/2025 11:01:59,rayyan-380414699,The vocal repertoire of the woolly monkey Lagothrix lagothricha,2002,Lagothrix lagothricha,woolly monkey,,Primates,Atelidae,zoo,group,Yes,23,11162.0,461,Hand,Yes,5,,,No,No,,yes,,512,Hanning/Hann,,,,,,Spectogram; Avisoft-Saslab Light,,,,,,,,,,,,Only 1 call type further analysed,not specified,,,,No,,x,rayyan-380414699,The vocal repertoire of the woolly monkey Lagothrix lagothricha,2002,,,Bioacoustics,0952-4622,13.0,1.0,1-19,"Casamitjana, Jordi",,,,,,,,,,,23,461,0.0,5
08/01/2026 07:53:06,rayyan-380414700,Comparative studies on vocalization in marmoset monkeys (Hapalidae),1968,Callithrix jacchus,common marmoset,,Primates,Callitrichidae,zoo,"group, solitary",Yes,56,,,Hand,Yes,11,,,No,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414700,Comparative studies on vocalization in marmoset monkeys (Hapalidae),1968,,,Folia Primatologica,0015-5713,8.0,1.0,1-40,"Epple, Gisela",,,,,,,,,,,56,,0.0,11
06/01/2026 12:09:19,rayyan-380414712,"The vocal repertoires of the bush dog (Speothos venaticus), crab-eating fox (Cerdocyon thous), and maned wolf (Chrysocyon brachyurus)",1981,Speothos venaticus,bush dog,,Carnivora,Canidae,zoo,group,Yes,8,,,Hand,Yes,10,2.0,,Yes,No,,no,,,,,,,,,Kay Missilyzer,,Some,,"unit duration, inter unit interval, number of units",,,,,,number of emphasized harmonics; dominant frequency range,dominant frequency,,not specified,,,,No,,x,rayyan-380414712,"The vocal repertoires of the bush dog (Speothos venaticus), crab-eating fox (Cerdocyon thous), and maned wolf (Chrysocyon brachyurus)",1981,,,Animal Behaviour,0003-3472,29.0,3.0,649-669,"Brady, Charles A",,,,,,,,,,,8,,2.0,10
05/01/2026 06:17:35,rayyan-380414722,Vocalizations of Adult Gelada Baboons (Theropithecus gelada): Acoustic Structure and Behavioural Context,1990,Theropithecus gelada,gelada baboon,,Primates,Cercopithecidae,zoo,group,Yes,29,,1859,Hand,Yes,22,,,No,No,,no,,,,,,,,,MC 6800,9,Some,duration,"unit duration, inter unit interval, number of units",,,,,,intercall interval; freq range; dominant freq; pattern of modulation; number of harmonics,"F0, dominant frequency, formants",,not specified,,,,No,,x,rayyan-380414722,Vocalizations of Adult Gelada Baboons (Theropithecus gelada): Acoustic Structure and Behavioural Context,1990,2.0,14.0,Folia Primatologica,,55.0,3.0,109-132,"Aich, Helga and Moos-Heilen, Regina and Zimmermann, Elke",https://brill.com/view/journals/ijfp/55/3-4/article-p109_1.xml,English,,,,,10.1159/000156508,,,,29,1859,0.0,22
27/10/2025 23:04:26,rayyan-305067467,"Syllable acoustics, temporal patterns, and call composition vary with behavioral context in Mexican free-tailed bats.",2008,Tadarida brasiliensis,Mexican free-tailed bat,,Chiroptera,Molossidae,private,group,Unknown,,,4149,Hand,,16,,,No,No,private colony it seems; number of animlals is approx 60,yes,,,,,Yes,1000.0,100000.0,no details about FFts,Avisoft-SASLab Pro,6,Some,duration,,,,"peak frequency, min frequency, max frequency",,,"F0 start, F0 end",F0,,SAS,"DFA, MANOVA",features,,No,,x,rayyan-305067467,"Syllable acoustics, temporal patterns, and call composition vary with behavioral context in Mexican free-tailed bats.",2008,9.0,,The Journal Of The Acoustical Society Of America,1520-8524 (Electronic),124.0,3.0,1838-48,Bohn KM and Schmidt-French B and Ma ST and Pollak GD,https://pubmed.ncbi.nlm.nih.gov/19045674/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1121/1.2953314,"Acoustics;Aggression;Animals;Animals, Newborn;*Behavior, Animal;Chiroptera/*physiology;*Cues;Feeding Behavior;Female;Flight, Animal;Handling, Psychological;Humans;Male;Maternal Behavior;*Pattern Recognition, Physiological;Sexual Behavior, Animal;Sound Spectrography;Time Factors;*Vocalization, Animal",19045674,PMC2676615,,,4149,0.0,16
29/10/2025 08:32:28,rayyan-305067503,Vocalizations of South African mustelines.,1977,Poecilogale albinucha,African weasel,,Carnivora,Mustelidae,unclear,group,Unknown,,,,Hand,Yes,9,3.0,,No,No,recording location unclear,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-305067503,Vocalizations of South African mustelines.,1977,7.0,,Ethology,0044-3573 (Print),44.0,3.0,283-93,Channing A and Rowe Rowe DT,https://pubmed.ncbi.nlm.nih.gov/930442/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1111/j.1439-0310.1977.tb00996.x,"Africa, Southern;Animal Communication;Animals;Carnivora/*physiology;Female;Male;Sex Factors;Species Specificity;Vocalization, Animal/*physiology",930442,,,,,3.0,9
29/10/2025 14:37:44,rayyan-305067547,Resting-associated vocalization emitted by captive Asian house shrews (Suncus murinus): acoustic structure and variability in an unusual mammalian vocalization.,2014,Suncus murinus,Asian house shrew,,Eulipotyphla,Soricidae,private,solitary,No,15,,1677,Hand,No,6,,,No,"Yes, preprocessed",captive shrews from breeders/pet ,yes,,512,Hamming,93.75,,,,,Avisoft SASLab-Pro,10,Some,duration,inter unit interval,,,,,,noisy perc; time to peak freq; peak F0; mean F0; start F0; end F0; min F0; max F0,F0,,STATA,,features,"PCA and DFA used, but not for repertoire analysis",Yes,CC BY 4.0,x,rayyan-305067547,Resting-associated vocalization emitted by captive Asian house shrews (Suncus murinus): acoustic structure and variability in an unusual mammalian vocalization.,2014,,,Plos One,1932-6203 (Electronic),9.0,11.0,e111571,Schneiderová I and Zouhar J,https://pubmed.ncbi.nlm.nih.gov/25390304/,eng,,United States,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1371/journal.pone.0111571,"*Acoustics;Animals;Body Weight;Female;Male;Rest;Shrews/*physiology;Social Behavior;*Vocalization, Animal",25390304,PMC4229075,,15,1677,0.0,6
02/01/2026 23:58:24,rayyan-380414659,Differences between vocalization evoked by social stimuli in feral cats and house cats,2011,Felis catus,cat,house cat and feral cat,Carnivora,Felidae,private,solitary,No,38,,2533,Hand,No,4,,,No,No,some tests performed in owners houses,,,512,Hanning/Hann,87.5,,,,,Praat; Raven Pro,4,,,,,,,"max/peak frequency, 1st quartile frequency, 3rd quartile frequency",,fundamental frequency,F0,,not specified,,,,No,,x,rayyan-380414659,Differences between vocalization evoked by social stimuli in feral cats and house cats,2011,6.0,1.0,Behavioural Processes,0376-6357,87.0,2.0,183-189,"Yeon, Seong C. and Kim, Young K. and Park, Se J. and Lee, Scott S. and Lee, Seung Y. and Suh, Euy H. and Houpt, Katherine A. and Chang, Hong H. and Lee, Hee C. and Yang, Byung G. and Lee, Hyo J.",https://www.sciencedirect.com/science/article/pii/S0376635711000568,,,,,,10.1016/j.beproc.2011.03.003,Vocalization;Feral cat;House cat;Socialization;Spectrogram,,,38,2533,0.0,4
21/12/2025 21:07:14,rayyan-380414709,"Vocalization of captive water mongooses, Atilax paludinosus",1988,Atilax paludinosus,water mongoose,,Carnivora,Mustelidae,unclear,"group, solitary",No,,,143,Hand,Yes,12,2.0,,Yes,No,,no,,,,,,,,,Kay Sona-Graph,,Some,duration,number of units,,,,,,"max freq; F0; harmonic number, min freq; formants; max freq modulation",F0,,not specified,,,,No,CC BY-NC-SA 3.0,x,rayyan-380414709,"Vocalization of captive water mongooses, Atilax paludinosus",1988,,,Zeitschrift Für Säugetierkunde,0044-3468,53.0,2.0,83-91,"Baker, Carolyn M",,,,,,,,,,,,143,2.0,12
12/01/2026 21:36:16,rayyan-380414723,DeepSqueak: a deep learning-based system for detection and analysis of ultrasonic vocalizations,2019,Mus musculus,mouse,B6D2F1,Rodentia,Muridae,,,,,,,Automated,No,,,,No,No,Uses published dataset,,,,,,,,,not reported for the tested dataset,DeepSqueak,4,No,duration,,,,,,,"frequency (each call is reduced 10 segments, shape is defined as the first derivative of the contour at 10 segments,",,,DeepSqueak,"K-means clustering, regional convolutional neural network",features,,No,,x,rayyan-380414723,DeepSqueak: a deep learning-based system for detection and analysis of ultrasonic vocalizations,2019,4.0,1.0,Neuropsychopharmacology,1740-634X,44.0,5.0,859-868,"Coffey, Kevin R. and Marx, Ruby E. and Neumaier, John F.",https://doi.org/10.1038/s41386-018-0303-6,,,,,,10.1038/s41386-018-0303-6,,,,,,0.0,
15/12/2025 17:20:11,rayyan-380414778,Vocalizations of grasshopper mice (genus Onychomys),1979,Onychomys sp.,grasshopper mouse,,Rodentia,Cricetidae,field,,Yes,,,,Hand,Yes,6,2.0,,No,No,Unclear where recordings were done,no,,,,,,,,,Kay Sona-Graph,9,Some,duration,,"start, 1/3 of call, 2/3 of call, end",,,,,start freq; freq 1/3/; freq 2/3; end freq; freq 1/3-freq start; freq 2/3-freq 1/3; freq end - freq2/3; freq end - freq start,,,not specified,,,"Analysis of individual, not call type",No,,x,rayyan-380414778,Vocalizations of grasshopper mice (genus Onychomys),1979,,,Journal Of Mammalogy,1545-1542,60.0,1.0,85-94,"Hafner, Mark S and Hafner, David J",,,,,,,,,,,,,2.0,6
11/10/2025 20:26:01,rayyan-305067274,"Comparative study of vocal communication in two Asian leaf monkeys, Presbytis johnii and Presbytis entellus.",1989,Presbytis entellus,South Indian common langur,,Primates,Cercopithecidae,field,group,Yes,118,,697,Hand,Yes,21,3.0,,Yes,No,,,,,,,,,,,not reported,5,Some,,,,,,,,Mean F0; F0 modulation; bandwidth (including harmonics); number of peaks; difference between highest and lowest peak F0,F0,,not specified,,,,No,,x,rayyan-305067274,"Comparative study of vocal communication in two Asian leaf monkeys, Presbytis johnii and Presbytis entellus.",1989,,,Folia Primatologica; International Journal Of Primatology,0015-5713 (Print),52.0,1.0,27-57,Hohmann G,https://pubmed.ncbi.nlm.nih.gov/2807093/,eng,,Netherlands,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1159/000156380,"Age Factors;Animals;Cercopithecidae/*physiology;Female;India;Male;Sex Characteristics;*Vocalization, Animal",2807093,,,118,697,3.0,21
29/10/2025 08:32:28,rayyan-305067503,Vocalizations of South African mustelines.,1977,Ictonyx striatus,striped polecat,,Carnivora,Mustelidae,unclear,group,Unknown,,,,Hand,Yes,10,3.0,,No,No,recording location unclear,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-305067503,Vocalizations of South African mustelines.,1977,7.0,,Ethology,0044-3573 (Print),44.0,3.0,283-93,Channing A and Rowe Rowe DT,https://pubmed.ncbi.nlm.nih.gov/930442/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1111/j.1439-0310.1977.tb00996.x,"Africa, Southern;Animal Communication;Animals;Carnivora/*physiology;Female;Male;Sex Factors;Species Specificity;Vocalization, Animal/*physiology",930442,,,,,3.0,10
03/11/2025 11:35:49,rayyan-305067351,Comparative analyses of age- and sex-specific patterns of vocal behaviour in four species of Old World monkeys.,1991,Presbytis entellus,common langur,,Primates,Cercopithecidae,field,group,Yes,42,,,Hand,Yes,21,3.0,,Yes,No,,yes,,,,,,,,not reported,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-305067351,Comparative analyses of age- and sex-specific patterns of vocal behaviour in four species of Old World monkeys.,1991,,,Folia Primatologica; International Journal Of Primatology,0015-5713 (Print),56.0,3.0,133-56,Hohmann G,https://pubmed.ncbi.nlm.nih.gov/1885113/,eng,,Netherlands,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1159/000156538,"Aging/*physiology;Animals;Cercopithecidae/*physiology;Female;Macaca/*physiology;Male;*Sex Characteristics;Species Specificity;Tape Recording;*Vocalization, Animal",1885113,,,42,,3.0,21
03/11/2025 11:35:49,rayyan-305067351,Comparative analyses of age- and sex-specific patterns of vocal behaviour in four species of Old World monkeys.,1991,Presbytis johnii,Nilgiri langur,,Primates,Cercopithecidae,field,group,Yes,25,,,Hand,Yes,18,1.0,,Yes,No,,yes,,,,,,,,not reported,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-305067351,Comparative analyses of age- and sex-specific patterns of vocal behaviour in four species of Old World monkeys.,1991,,,Folia Primatologica; International Journal Of Primatology,0015-5713 (Print),56.0,3.0,133-56,Hohmann G,https://pubmed.ncbi.nlm.nih.gov/1885113/,eng,,Netherlands,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1159/000156538,"Aging/*physiology;Animals;Cercopithecidae/*physiology;Female;Macaca/*physiology;Male;*Sex Characteristics;Species Specificity;Tape Recording;*Vocalization, Animal",1885113,,,25,,1.0,18
03/11/2025 11:35:49,rayyan-305067351,Comparative analyses of age- and sex-specific patterns of vocal behaviour in four species of Old World monkeys.,1991,Macaca radiata,bonnet macaque,,Primates,Cercopithecidae,field,group,Yes,105,,,Hand,Yes,25,5.0,,Yes,No,,yes,,,,,,,,not reported,not specified,,,,,,,,,,,,no further analysis,not specified,,,no further analysis,No,,x,rayyan-305067351,Comparative analyses of age- and sex-specific patterns of vocal behaviour in four species of Old World monkeys.,1991,,,Folia Primatologica; International Journal Of Primatology,0015-5713 (Print),56.0,3.0,133-56,Hohmann G,https://pubmed.ncbi.nlm.nih.gov/1885113/,eng,,Netherlands,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1159/000156538,"Aging/*physiology;Animals;Cercopithecidae/*physiology;Female;Macaca/*physiology;Male;*Sex Characteristics;Species Specificity;Tape Recording;*Vocalization, Animal",1885113,,,105,,5.0,25
03/11/2025 13:22:08,rayyan-305067689,Vocal signals with different social or non-social contexts in two wild rodent species (Mus caroli and Rattus losea).,2023,Rattus losea,lesser ricefield rat,,Rodentia,Muridae,lab,group,Yes,86,,,Hand,No,5,,,No,Upon request,,no,,1024,Hamming,93.75,,,,,Avisoft-SASLab Pro,4,No,duration,,,,"peak frequency, bandwidth, entropy",,,,,,not specified,,,,No,,x,rayyan-305067689,Vocal signals with different social or non-social contexts in two wild rodent species (Mus caroli and Rattus losea).,2023,6.0,,Animal Cognition,1435-9456 (Electronic),26.0,3.0,963-972,Chen Y and Xiang Z and Su Q and Qin J and Liu Q,https://pubmed.ncbi.nlm.nih.gov/36683113/,eng,,Germany,"RAYYAN-INCLUSION: {""Dori""=>""Included""}",10.1007/s10071-023-01745-6,"Mice;Female;Rats;Animals;*Vocalization, Animal;*Rodentia;Phylogeny;Ultrasonics;Social Behavior",36683113,,,86,,0.0,5
11/12/2025 04:26:20,rayyan-380414766,"Sound communications of black-tailed, white-tailed, and Gunnison's prairie dogs",1970,Cynomys leucurus,white-tailed prairie dog,,Rodentia,Cynomys,field,group,Unknown,,,,Hand,Yes,6,,,No,No,,,,,,,,,,,Kay Sona-Graph,3,Some,duration,inter unit interval,,,,,,frequency,,,not specified,,,,No,,x,rayyan-380414766,"Sound communications of black-tailed, white-tailed, and Gunnison's prairie dogs",1970,,,American Midland Naturalist,0003-0031,,,167-185,"Waring, George H",,,,,,,,,,,,,0.0,6
11/12/2025 04:26:20,rayyan-380414766,"Sound communications of black-tailed, white-tailed, and Gunnison's prairie dogs",1970,Cynomys gunnisoni,Gunnison's prairie dog,,Rodentia,Cynomys,field,group,Unknown,,,,Hand,Yes,8,,,No,No,,,,,,,,,,,Kay Sona-Graph,3,Some,duration,inter unit interval,,,,,,frequency,,,not specified,,,,No,,x,rayyan-380414766,"Sound communications of black-tailed, white-tailed, and Gunnison's prairie dogs",1970,,,American Midland Naturalist,0003-0031,,,167-185,"Waring, George H",,,,,,,,,,,,,0.0,8
20/12/2025 02:49:20,rayyan-380414711,Vocalizations of Australian hopping mice (Rodentia: Notomys),1975,Notomys fuscus,dusky hopping mouse ,,Rodentia,Muridae,lab,group,Yes,,,,Hand,Yes,8,3.0,,No,No,,,,,,,,,,,not specified,,,,,,,,,,,,,not specified,,,,No,,x,rayyan-380414711,Vocalizations of Australian hopping mice (Rodentia: Notomys),1975,,,Journal Of Zoology,0952-8369,177.0,2.0,247-263,"Watts, CHS",,,,,,,,,,,,,3.0,8
